Id,Label
ausvotes,ausvotes
ausvotes22,ausvotes22
10days,10days
terribleprice,terribleprice
being,being
relationship,relationship
gayman,gayman
lgbtqia,lgbtqia
languagematters,languagematters
theravada,theravada
buddhist,buddhist
monk,monk
teachertwitter,teachertwitter
langtwt,langtwt
lao,lao
pali,pali
monks,monks
doublestandards,doublestandards
netflix,netflix
systemic,systemic
exploitation,exploitation
opress,opress
equalpayday,equalpayday
benouais,benouais
hatecrime,hatecrime
hispanic,hispanic
stophate,stophate
russian,russian
ukrainian,ukrainian
grandkids,grandkids
ifeelgod,ifeelgod
reaction,reaction
reactjs,reactjs
reactos,reactos
decadent,decadent
wages,wages
wagegap,wagegap
gendercritical,gendercritical
gendergaga,gendergaga
genderneutral,genderneutral
morningjoe,morningjoe
mostunderstood,mostunderstood
reality,reality
theunthinkable,theunthinkable
slaves,slaves
whystopnow,whystopnow
stevebannon,stevebannon
16days,16days
16daysofactivism,16daysofactivism
broken,broken
systematic,systematic
followforfollow,followforfollow
vine,vine
armsrace,armsrace
howcome,howcome
theprettyone,theprettyone
butnotme,butnotme
fastfood,fastfood
rittenhouse,rittenhouse
selfdefense,selfdefense
hypocracy,hypocracy
commonlaw,commonlaw
donaldtrump,donaldtrump
acceptability,acceptability
lie,lie
landowner,landowner
accountability,accountability
cityscene,cityscene
reflections,reflections
summer,summer
fashion,fashion
billboards,billboards
pakistani,pakistani
cukture,cukture
relatives,relatives
bad,bad
toxcmale,toxcmale
culturalmarxism,culturalmarxism
farleft,farleft
equalopportunist,equalopportunist
elderly,elderly
dontpissmeoff,dontpissmeoff
guns,guns
mental,mental
mansplaining,mansplaining
workingclass,workingclass
nolossesjustlessons,nolossesjustlessons
middleclass,middleclass
heterosexual,heterosexual
ablebodied,ablebodied
citizen,citizen
whitesettler,whitesettler
heterosexism,heterosexism
religiousoppression,religiousoppression
institutionalizedracism,institutionalizedracism
sdfp,sdfp
sdfd,sdfd
menofcolor,menofcolor
covid19vaccine,covid19vaccine
tokenism,tokenism
sandiego,sandiego
pr,pr
spin,spin
end,end
need,need
dominance,dominance
exceptionalism,exceptionalism
nature,nature
serenity,serenity
healing,healing
sunshine,sunshine
thankyou,thankyou
abuseofpower,abuseofpower
entitlment,entitlment
attemptedcoup,attemptedcoup
urbanism,urbanism
trees,trees
genderquota,genderquota
kpop,kpop
jungkook,jungkook
leftist,leftist
barbz,barbz
unitedstates,unitedstates
pakistan,pakistan
orangetheworld,orangetheworld
orangenews,orangenews
tory,tory
dots,dots
blue,blue
magenta,magenta
abstractart,abstractart
levelup,levelup
narcissistic,narcissistic
monetizes,monetizes
fuckyourself,fuckyourself
pedophilia,pedophilia
racistabuse,racistabuse
latinx,latinx
supporther,supporther
pride,pride
womenled,womenled
womenowned,womenowned
newprofilepic,newprofilepic
violentthugs,violentthugs
suckmynuts,suckmynuts
savinglivesmatter,savinglivesmatter
policebrutality,policebrutality
georgefloyd,georgefloyd
lgbbt,lgbbt
riots,riots
covid19,covid19
lockdown2020,lockdown2020
greatbritain,greatbritain
respect,respect
kinkydiva,kinkydiva
warren,warren
criticalmass,criticalmass
bicycles,bicycles
bike,bike
biking,biking
cyclists,cyclists
mobility,mobility
sustainabliity,sustainabliity
transport,transport
school,school
liberation,liberation
government,government
visionzero,visionzero
thehill,thehill
feministas,feministas
kamalaharris,kamalaharris
colouremotions,colouremotions
mijasnatural,mijasnatural
redkenespaña,redkenespaña
quebienmelopaso,quebienmelopaso
itsmoney,itsmoney
americanlife,americanlife
capitalistic,capitalistic
thenumbers,thenumbers
justlikecongress,justlikecongress
payingwhitepeopletochoosethis,payingwhitepeopletochoosethis
dresscodes,dresscodes
hypersexualuzation,hypersexualuzation
bodyshaming,bodyshaming
adultification,adultification
election2020,election2020
voting,voting
vote,vote
bigotryisnotok,bigotryisnotok
pure,pure
policies,policies
endracism,endracism
wisewords,wisewords
moderate,moderate
individualism,individualism
wallsonfire,wallsonfire
billboard,billboard
cityscape,cityscape
zaragoza,zaragoza
shopwindow,shopwindow
monochrome,monochrome
artbrut,artbrut
beachvolleyball,beachvolleyball
floridagirls,floridagirls
florida,florida
miamibeach,miamibeach
please,please
helpingwomentobuildselfesteem,helpingwomentobuildselfesteem
help,help
empowerwomen,empowerwomen
communityhealth,communityhealth
springfield,springfield
missouri,missouri
uspolitics,uspolitics
masculinity,masculinity
usnews,usnews
toxicmasculinity,toxicmasculinity
manhood,manhood
ideology,ideology
virtue,virtue
stair,stair
colour,colour
lovequotes,lovequotes
quotesdaily,quotesdaily
quotes,quotes
lifequotes,lifequotes
gayboy,gayboy
gaypride,gaypride
gayteen,gayteen
pinterest,pinterest
ifunny,ifunny
9gag,9gag
medical,medical
textbooks,textbooks
pictures,pictures
laws,laws
misogynistic,misogynistic
predator,predator
brand,brand
trumpian,trumpian
jimcrow2016,jimcrow2016
napowrimo,napowrimo
bobsandvagene,bobsandvagene
feminine,feminine
her,her
queer,queer
lesbian,lesbian
womensupportwomen,womensupportwomen
womensmarch,womensmarch
prioritizing,prioritizing
electability,electability
2020election,2020election
codedterm,codedterm
democratselectability,democratselectability
2020presidentialnomination,2020presidentialnomination
presidentialnomination,presidentialnomination
mother,mother
daughter,daughter
wife,wife
sister,sister
poster,poster
painting,painting
twitter,twitter
tweet,tweet
bernie,bernie
biden2020,biden2020
beto,beto
staywoke,staywoke
voters,voters
aoc,aoc
elite,elite
agism,agism
oldmen,oldmen
uncaring,uncaring
heaven,heaven
stpatricksday,stpatricksday
marinadelrey,marinadelrey
losangeles,losangeles
california,california
marinadeley,marinadeley
c4jforever,c4jforever
bendtheknee,bendtheknee
debeers,debeers
aztec,aztec
responsability,responsability
lying,lying
stealing,stealing
maga,maga
nazis,nazis
fucktrump,fucktrump
antisemitism,antisemitism
aba,aba
bab,bab
gamification,gamification
biastraining,biastraining
isn,isn
meme,meme
domesticterrorists,domesticterrorists
supremacist,supremacist
profs,profs
gradstudents,gradstudents
intersectional,intersectional
donnerstagsdemo,donnerstagsdemo
facts,facts
supremacists,supremacists
nazi,nazi
gopclowns,gopclowns
fakepotus,fakepotus
stolenland,stolenland
500brokentreaties,500brokentreaties
biaslaws,biaslaws
radio,radio
nswpol,nswpol
orangeisthenewstupid,orangeisthenewstupid
trumplies,trumplies
impeachtheclown,impeachtheclown
technology,technology
conartists,conartists
australian,australian
racsim,racsim
yobboland,yobboland
philosophy,philosophy
senategop,senategop
mockery,mockery
priviledged,priviledged
card,card
champions,champions
cristiano,cristiano
emre,emre
juventus,juventus
league,league
ronaldo,ronaldo
cro,cro
tiny,tiny
dick,dick
fired,fired
trash,trash
embarrassment,embarrassment
bottomofthebarrel,bottomofthebarrel
garbage,garbage
legend,legend
standingup,standingup
dog,dog
boycottnytimes,boycottnytimes
digitalart,digitalart
tree,tree
sex,sex
ecology,ecology
earthmusicandecology,earthmusicandecology
trending,trending
sky,sky
blogger,blogger
cannabiscup,cannabiscup
cannabisart,cannabisart
sunday,sunday
disgust,disgust
famous,famous
sondosalqattan,sondosalqattan
browngirl,browngirl
code,code
breakfree,breakfree
punjabi,punjabi
homonormative,homonormative
privileges,privileges
electoralcollege,electoralcollege
domesticterrorism,domesticterrorism
nuclearplaybook,nuclearplaybook
finnish,finnish
confirmationbias,confirmationbias
employee,employee
training,training
perception,perception
facebook,facebook
cnn,cnn
2016election,2016election
study,study
finds,finds
whitepeople,whitepeople
underthreat,underthreat
gamemakers,gamemakers
unregulatedbusiness,unregulatedbusiness
diferentthan,diferentthan
games,games
businesses,businesses
prejudices,prejudices
ruined,ruined
fb,fb
periscope,periscope
worker,worker
meritocracy,meritocracy
perpetuating,perpetuating
implicit,implicit
trumpkin,trumpkin
neveragain,neveragain
noneu,noneu
europeans,europeans
cleanskin,cleanskin
racecard,racecard
educated,educated
englishspeaking,englishspeaking
brexit,brexit
natwest,natwest
esta,esta
italian,italian
french,french
italyelection2018,italyelection2018
iheartawards2018,iheartawards2018
staystrongwjsn,staystrongwjsn
jit,jit
nashville,nashville
mayor,mayor
twilightzone,twilightzone
trainwreck,trainwreck
penis,penis
rapist,rapist
bill,bill
homophobic,homophobic
starbucks,starbucks
boycottstarbucks,boycottstarbucks
partandparcel,partandparcel
getsmarter,getsmarter
african,african
tech,tech
purse,purse
shopping,shopping
bannon,bannon
charlottesville,charlottesville
whitesupremacist,whitesupremacist
whitepower,whitepower
whitesupremacists,whitesupremacists
whitepeopleproblems,whitepeopleproblems
us,us
hairbrush,hairbrush
roar,roar
tiger,tiger
sexy,sexy
rabbit,rabbit
rabbits,rabbits
think,think
seduce,seduce
bunny,bunny
bunnygirl,bunnygirl
furry,furry
dailydrawing,dailydrawing
illustration,illustration
watercolor,watercolor
ink,ink
cartoon,cartoon
animals,animals
sketch,sketch
doodle,doodle
arte,arte
disegno,disegno
bunnies,bunnies
mixedmedia,mixedmedia
scissors,scissors
haircut,haircut
gold,gold
mascara,mascara
needles,needles
rosegold,rosegold
lashes,lashes
class,class
baltimore,baltimore
public,public
employment,employment
student,student
networks,networks
northamerica,northamerica
libertarian,libertarian
why,why
done,done
happythanksgiving,happythanksgiving
killme,killme
cricket,cricket
thedrum,thedrum
psychotic,psychotic
injustices,injustices
stopitnow,stopitnow
journalism,journalism
inform17,inform17
googlers,googlers
should,should
payequality,payequality
blackwomensequalpay,blackwomensequalpay
bigendoftown,bigendoftown
toke,toke
describe,describe
stoned,stoned
waht,waht
wh,wh
wat,wat
high,high
ww,ww
understand,understand
future,future
pretty,pretty
alert,alert
solution,solution
republicansenators,republicansenators
banned,banned
blackcorettascottking,blackcorettascottking
lures,lures
into,into
altrights,altrights
ministryoftruth,ministryoftruth
oped,oped
donald,donald
driven,driven
also,also
oldboysclub,oldboysclub
inclusiveness,inclusiveness
uselection2016,uselection2016
hillary,hillary
russia,russia
goblue,goblue
democrat,democrat
supporters,supporters
deplorables,deplorables
progressive,progressive
period,period
gift,gift
drawing,drawing
sakurapencil,sakurapencil
angry,angry
minority,minority
book,book
olympics2016,olympics2016
mansplain,mansplain
priveledge,priveledge
sad,sad
voter,voter
election2016,election2016
candidate,candidate
doesntitseemodd,doesntitseemodd
facepalm,facepalm
regressiveleft,regressiveleft
valentines,valentines
orangeitup,orangeitup
endgbv,endgbv
label,label
judgement,judgement
mozart,mozart
prof,prof
shirts,shirts
matching,matching
shades,shades
focus,focus
movie,movie
womeninhollywood,womeninhollywood
fimmaking,fimmaking
equalpay,equalpay
un,un
climatechange,climatechange
basic,basic
ass,ass
womeninmusic,womeninmusic
genderequity,genderequity
blackmagic,blackmagic
door,door
single,single
gategate,gategate
mexican,mexican
latino,latino
held,held
back,back
uk,uk
lipstick,lipstick
blaming,blaming
fuckyou,fuckyou
uppermiddleclass,uppermiddleclass
singers,singers
deserve,deserve
the,the
same,same
scrutiny,scrutiny
for,for
as,as
dogg,dogg
kylieminogue,kylieminogue
nickcave,nickcave
idiot,idiot
short,short
systems,systems
toofunny,toofunny
tag,tag
hoodie,hoodie
clothing,clothing
keepwomenbusy,keepwomenbusy
cultural,cultural
appropriation,appropriation
job,job
sickandtired,sickandtired
rightness,rightness
thetruth,thetruth
instasize,instasize
sign,sign
spraycan,spraycan
generation,generation
wearebeautiful,wearebeautiful
butonlyifweare,butonlyifweare
thin,thin
englishspeakers,englishspeakers
keys,keys
talksport,talksport
skysports,skysports
sianmassey,sianmassey
whitewashing,whitewashing
fem2,fem2
dem2,dem2
topprog,topprog
get,get
way,way
commercial,commercial
travel,travel
agency,agency
hatred,hatred
towards,towards
men,men
order,order
sell,sell
single,single
childless,childless
militant,militant
feminist,feminist
data,data
male,male
truth,truth
pay,pay
gap,gap
wait,wait
tell,tell
charge,charge
would,would
make,make
good,good
woman,woman
serve,serve
less,less
prison,prison
time,time
body,body
positivity,positivity
top,top
pal,pal
public,public
yet,yet
like,like
historically,historically
abuse,abuse
liberal,liberal
school,school
rape,rape
two,two
female,female
believe,believe
matter,matter
oppress,oppress
due,due
activist,activist
different,different
anything,anything
else,else
mark,mark
first,first
face,face
cloak,cloak
create,create
twice,twice
likely,likely
jail,jail
long,long
commit,commit
put,put
test,test
overweight,overweight
fight,fight
crime,crime
even,even
bear,bear
always,always
underlie,underlie
threat,threat
violence,violence
take,take
disrespect,disrespect
far,far
jordan,jordan
give,give
marriage,marriage
bread,bread
everything,everything
need,need
look,look
know,know
stand,stand
refuse,refuse
join,join
military,military
grow,grow
past,past
love,love
stop,stop
red,red
pill,pill
modern,modern
feminism,feminism
want,want
bos,bos
married,married
also,also
blatant,blatant
u,u
selfish,selfish
write,write
white,white
anti,anti
racist,racist
journey,journey
sally,sally
new,new
conversation,conversation
unconscious,unconscious
really,really
piece,piece
incredibly,incredibly
human,human
people,people
use,use
misogyny,misogyny
ur,ur
advantage,advantage
everyday,everyday
k,k
medium,medium
align,align
either,either
suffer,suffer
level,level
experience,experience
fascism,fascism
racism,racism
flag,flag
protest,protest
green,green
day,day
leader,leader
bone,bone
stunning,stunning
hypocrisy,hypocrisy
making,making
millions,millions
call,call
end,end
publish,publish
rise,rise
n,n
fuel,fuel
fire,fire
study,study
toward,toward
herald,herald
run,run
week,week
aftermath,aftermath
since,since
bell,bell
media,media
decision,decision
terminate,terminate
contract,contract
page,page
spread,spread
globe,globe
mail,mail
missive,missive
business,business
politics,politics
however,however
separate,separate
statement,statement
president,president
say,say
leave,leave
pending,pending
great,great
building,building
become,become
permanent,permanent
outcome,outcome
workplace,workplace
review,review
could,could
especially,especially
wade,wade
vice,vice
go,go
support,support
personally,personally
trust,trust
news,news
unless,unless
mouth,mouth
someone,someone
career,career
hair,hair
grey,grey
ridiculous,ridiculous
evident,evident
within,within
well,well
senior,senior
trump,trump
clearly,clearly
drive,drive
sentiment,sentiment
w,w
express,express
deny,deny
research,research
find,find
many,many
claim,claim
unaware,unaware
around,around
despite,despite
evidence,evidence
field,field
particularly,particularly
minority,minority
petty,petty
expression,expression
reflect,reflect
small,small
inconsequential,inconsequential
thankfully,thankfully
die,die
spirit,spirit
one,one
appoint,appoint
sole,sole
differ,differ
master,master
plan,plan
colonial,colonial
myth,myth
try,try
progress,progress
important,important
guess,guess
least,least
us,us
population,population
racially,racially
lot,lot
former,former
sue,sue
supervisor,supervisor
wrong,wrong
government,government
man,man
f,f
getting,getting
ready,ready
cancel,cancel
break,break
tired,tired
constant,constant
open,open
hate,hate
much,much
truly,truly
inspire,inspire
intentional,intentional
receive,receive
money,money
redirect,redirect
owe,owe
ongoing,ongoing
reparative,reparative
approach,approach
wealth,wealth
redistribution,redistribution
pretty,pretty
sure,sure
full,full
plastic,plastic
fruit,fruit
culture,culture
blame,blame
lose,lose
vote,vote
crazy,crazy
carry,carry
enough,enough
certain,certain
group,group
bad,bad
egg,egg
mistreatment,mistreatment
base,base
every,every
person,person
term,term
dont,dont
let,let
win,win
black,black
life,life
reading,reading
anyway,anyway
teacher,teacher
bully,bully
woke,woke
student,student
fake,fake
gender,gender
wage,wage
via,via
do,do
fact,fact
damage,damage
typically,typically
assume,assume
represent,represent
norm,norm
lead,lead
rejection,rejection
specific,specific
intersectional,intersectional
discrimination,discrimination
wont,wont
happen,happen
prefect,prefect
example,example
voice,voice
promote,promote
decisively,decisively
damn,damn
society,society
live,live
currently,currently
operate,operate
democratic,democratic
republic,republic
inside,inside
capitalism,capitalism
frame,frame
work,work
hence,hence
watch,watch
see,see
totally,totally
bikini,bikini
come,come
fine,fine
invariably,invariably
reverse,reverse
clear,clear
air,air
anybody,anybody
whether,whether
ever,ever
hear,hear
read,read
shooter,shooter
health,health
privilege,privilege
experienced,experienced
arrogance,arrogance
till,till
start,start
detail,detail
tech,tech
depth,depth
yes,yes
company,company
wide,wide
thing,thing
minute,minute
guilty,guilty
without,without
rest,rest
dag,dag
keep,keep
perspective,perspective
presentation,presentation
color,color
san,san
department,department
show,show
point,point
country,country
alone,alone
turn,turn
house,house
senate,senate
blue,blue
shed,shed
light,light
lens,lens
supremacy,supremacy
enthusiastic,enthusiastic
book,book
mediocrity,mediocrity
entitlement,entitlement
unearned,unearned
power,power
harder,harder
everyone,everyone
late,late
article,article
radio,radio
change,change
jersey,jersey
buy,buy
balance,balance
last,last
made,made
breakthrough,breakthrough
needs,needs
admit,admit
initial,initial
excitement,excitement
micro,micro
second,second
place,place
astute,astute
team,team
instead,instead
inherent,inherent
laziness,laziness
search,search
visit,visit
foreign,foreign
high,high
abroad,abroad
overwhelmingly,overwhelmingly
photo,photo
respect,respect
times,times
forget,forget
sexual,sexual
assault,assault
forty,forty
sixty,sixty
percent,percent
report,report
subject,subject
coercive,coercive
contact,contact
age,age
powerful,powerful
speech,speech
movement,movement
part,part
structure,structure
suspect,suspect
brought,brought
party,party
rural,rural
seeing,seeing
land,land
torn,torn
tiny,tiny
hostile,hostile
benevolent,benevolent
big,big
cry,cry
paint,paint
identify,identify
sorry,sorry
joke,joke
root,root
resist,resist
sensitive,sensitive
none,none
ax,ax
audio,audio
suspiciously,suspiciously
targeted,targeted
removal,removal
mostly,mostly
style,style
excite,excite
share,share
diversity,diversity
visibly,visibly
commitment,commitment
raise,raise
bar,bar
proudly,proudly
withdrawn,withdrawn
outrage,outrage
loyally,loyally
next,next
husband,husband
wife,wife
might,might
admire,admire
overcome,overcome
probably,probably
dead,dead
nominee,nominee
candidate,candidate
still,still
non,non
cite,cite
form,form
conceptual,conceptual
answer,answer
question,question
measure,measure
politic,politic
cunning,cunning
enable,enable
failure,failure
la,la
se,se
natural,natural
beauty,beauty
en,en
pueblo,pueblo
sad,sad
corporate,corporate
aspect,aspect
discipline,discipline
pure,pure
confluence,confluence
disproportionately,disproportionately
affect,affect
codify,codify
another,another
trompe,trompe
l,l
facial,facial
plain,plain
emotionless,emotionless
talk,talk
gross,gross
class,class
teach,teach
drain,drain
idea,idea
sort,sort
taint,taint
flat,flat
young,young
concerned,concerned
home,home
seriously,seriously
family,family
hold,hold
dominate,dominate
status,status
quo,quo
anagram,anagram
satan,satan
yeah,yeah
historical,historical
basically,basically
strength,strength
poem,poem
poet,poet
found,found
glass,glass
ceiling,ceiling
space,space
correction,correction
obit,obit
right,right
earth,earth
campaign,campaign
b,b
suck,suck
remember,remember
ya,ya
dance,dance
unfeeling,unfeeling
consume,consume
otherwise,otherwise
slip,slip
soil,soil
chart,chart
thanks,thanks
think,think
clarify,clarify
system,system
reduce,reduce
job,job
straight,straight
tribunal,tribunal
sick,sick
office,office
whole,whole
racial,racial
worrying,worrying
unwelcome,unwelcome
inextricable,inextricable
agree,agree
never,never
state,state
true,true
spend,spend
squabble,squabble
rather,rather
unite,unite
horrific,horrific
employee,employee
straw,straw
unpack,unpack
horrendous,horrendous
situation,situation
fundamentally,fundamentally
despicable,despicable
social,social
justice,justice
nightmare,nightmare
negative,negative
infinity,infinity
exactly,exactly
daily,daily
basis,basis
deafen,deafen
obey,obey
uphold,uphold
fallaciously,fallaciously
hypocritically,hypocritically
attack,attack
clown,clown
gang,gang
sting,sting
junior,junior
hope,hope
session,session
thats,thats
fall,fall
line,line
solution,solution
pretend,pretend
doesnt,doesnt
exist,exist
common,common
nothing,nothing
response,response
tonight,tonight
city,city
upside,upside
international,international
scum,scum
capacity,capacity
cause,cause
voting,voting
happening,happening
employ,employ
whatever,whatever
mentality,mentality
hard,hard
continue,continue
cult,cult
republican,republican
dumb,dumb
as,as
typical,typical
united,united
behind,behind
ar,ar
saying,saying
trash,trash
constructive,constructive
behavior,behavior
already,already
content,content
number,number
assaulter,assaulter
print,print
hum,hum
trashy,trashy
monger,monger
ask,ask
court,court
stupid,stupid
note,note
technology,technology
hill,hill
handle,handle
real,real
